id,loitering
3,0
4,0
5,0
6,0
7,0
8,0
9,1
11,0
12,0
13,0
14,1
15,0
16,0
18,1
19,0
20,0
21,0
22,0
23,1
24,0
25,0
26,0
27,0
30,0
31,0
32,0
33,0
34,0
35,0
40,1
41,0
42,0
43,1
44,1
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,1
53,0
54,1
55,0
56,0
57,0
58,0
59,0
60,1
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,1
70,1
71,0
72,1
73,0
74,0
76,0
77,0
78,0
79,1
80,1
81,0
82,0
83,0
84,0
85,0
86,0
89,1
90,1
91,0
92,0
93,0
94,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
112,1
113,1
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
139,0
140,0
141,0
143,0
144,0
147,0
148,0
149,1
150,0
151,0
152,0
153,1
154,0
157,0
158,0
159,0
160,0
165,1
166,1
167,0
168,0
169,1
170,1
171,1
172,1
173,1
177,1
178,1
179,1
180,1
181,1
182,0
184,1
185,0
186,1
188,0
189,0
190,0
191,0
193,1
194,1
195,1
196,1
197,1
199,0
200,1
201,0
203,0
206,0
208,0
209,0
210,0
212,0
214,0
215,0
216,1
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,1
257,1
258,0
259,0
260,0
261,0
262,0
263,1
264,1
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,1
273,1
274,1
275,1
276,1
277,0
278,0
279,0
280,0
281,0
282,0
285,1
286,1
287,0
288,0
289,0
290,0
291,0
292,1
293,0
294,0
295,0
297,0
298,0
301,0
302,0
303,0
304,0
306,0
307,0
308,0
309,0
311,0
312,0
313,0
315,0
317,0
318,0
319,0
320,0
321,0
323,0
324,1
325,0
326,0
327,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
338,0
339,0
340,0
341,0
343,0
344,1
345,1
346,0
347,1
348,0
349,0
350,0
351,0
353,0
354,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
370,0
371,0
372,0
373,0
374,0
376,0
377,0
378,0
380,0
381,0
382,0
385,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,1
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
412,0
413,0
414,0
415,0
416,0
417,1
418,0
419,1
420,0
421,1
422,1
423,0
426,0
427,0
430,0
432,0
434,0
436,0
439,0
440,0
442,0
443,0
446,0
447,0
451,0
452,0
453,0
454,0
455,0
456,0
458,0
459,0
461,0
462,0
463,1
464,0
465,0
466,0
467,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
479,0
480,0
483,0
484,0
485,1
486,0
487,0
493,0
494,0
495,0
496,0
499,0
500,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
514,0
515,1
517,0
518,0
519,0
523,0
524,0
525,0
526,0
527,0
528,0
535,0
536,0
537,0
538,0
539,0
541,0
542,0
543,0
544,0
545,1
547,0
548,0
549,0
550,0
551,0
552,0
554,0
555,0
556,0
558,0
559,0
560,0
561,0
562,0
563,0
564,1
566,0
568,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
579,0
580,0
581,0
583,0
584,0
586,1
587,0
589,0
591,0
592,0
593,0
595,0
596,0
597,0
598,0
599,0
601,0
602,0
603,0
605,0
606,1
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
619,0
620,0
621,0
622,0
623,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,1
635,0
636,0
637,0
638,0
639,0
640,0
641,0
643,0
644,0
646,0
647,0
650,0
651,0
652,0
653,0
654,0
656,0
657,0
658,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
679,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
692,0
693,0
695,0
696,0
697,0
701,0
704,0
705,0
706,0
707,0
709,0
710,0
711,0
712,0
713,0
714,1
715,0
716,0
717,0
719,0
720,0
721,0
722,0
723,0
727,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
746,0
747,0
748,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
761,0
762,0
763,0
764,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
813,0
814,0
815,0
816,0
817,0
818,1
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,1
830,0
831,0
832,0
833,0
834,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
845,0
846,0
847,1
